train_avg_loss,train_balanced_accuracy,val_avg_loss,val_balanced_accuracy
10.76501007442889,0.5361525229357798,3.6203525761763253,0.6040137614678899
2.2721601795891058,0.7211295871559633,5.014389339756842,0.5271406727828746
0.558488382431476,0.8865061162079511,3.7939177338654795,0.5412079510703364
0.18446515566472005,0.9604071100917431,2.3273246685663858,0.5923547400611621
0.052716635634525395,0.9806192660550459,2.3611216247081757,0.5906345565749236
0.025023886866066554,0.9923929663608563,2.364176402489344,0.5852064220183486
0.01005918788217494,0.9989583333333334,2.3500970055659614,0.599388379204893
0.008992238773119068,0.9989583333333334,2.3366053650776544,0.586888379204893
0.008543477474117737,0.9989583333333334,2.32631254196167,0.586888379204893
0.008046294366305001,0.9989583333333334,2.3262259513139725,0.586888379204893
