train_avg_loss,train_balanced_accuracy,val_avg_loss,val_balanced_accuracy
2.995661889170778,0.5416721637861761,1.1466581486165524,0.4995239908606245
0.6808037148981259,0.7450196097245043,1.0488816853612661,0.5275133282559025
0.27382994430332347,0.8868452930664332,1.064003799110651,0.5592155369383092
0.11104108634051578,0.9689482711059405,1.179725781083107,0.5649752475247525
0.05774723544941637,0.9853047003370234,1.319482460618019,0.541984006092917
0.04544731492883172,0.9914065029924319,1.2713918909430504,0.5645468392993145
0.03823709947956276,0.9946567998368855,1.2528505399823189,0.579541127189642
0.036403836032118775,0.9955593269126978,1.256020750850439,0.5770658796648895
0.035399651066560685,0.9964618539885101,1.2649976685643196,0.5721153846153846
0.03474241746428969,0.9955593269126978,1.2662817128002644,0.5721153846153846
