train_avg_loss,train_balanced_accuracy,val_avg_loss,val_balanced_accuracy
3.5803789073715406,0.5437224438379173,1.6137673377990722,0.5362103174603174
0.7573009297693901,0.8311244663727343,5.782634210586548,0.5416666666666667
0.4427938229827286,0.8917742669186087,2.8838830828666686,0.5704365079365079
0.133512629825381,0.9772967842396248,2.6521463990211487,0.5625
0.0656785806133893,0.9771130764924068,2.352023035287857,0.5411706349206349
0.009409956940674145,0.9969513261949752,2.361891531944275,0.5634920634920635
0.0031113788251174385,1.0,2.3619571685791017,0.5724206349206349
0.0029814408286737504,1.0,2.3588672041893006,0.5724206349206349
0.0028760314891064344,1.0,2.3574649333953857,0.5724206349206349
0.002776199722436048,1.0,2.3575371980667112,0.5724206349206349
