train_avg_loss,train_balanced_accuracy,val_avg_loss,val_balanced_accuracy
3.614184795281826,0.5271976991371764,1.3593657217919826,0.5443027845940467
0.7325457918147246,0.7888624901004544,3.0285443340428175,0.5301397631494719
0.27212453686978477,0.9125105247801258,1.3010837361216545,0.5794036061026352
0.04941305989707008,0.9807561168771622,1.8449173986911773,0.5764963192147659
0.008934194110714508,0.9974123629694469,1.5451731830835342,0.571161847860877
0.004339680004005249,0.9980184235755074,1.6149963095784188,0.5616931612077243
0.0013520536565174086,1.0,1.597475215792656,0.5737757388242826
0.003742666511896413,0.9993939393939394,1.800069882720709,0.5746025818841353
0.0010516034685096177,1.0,1.7271749436855317,0.586231729435613
0.00044912598989937507,1.0,1.7475530743598937,0.575242718446602
