train_avg_loss,train_balanced_accuracy,val_avg_loss,val_balanced_accuracy
4.726682844369308,0.6097285932721712,2.2365964725613594,0.5240443425076453
1.013227764679038,0.7794820336391437,2.1170461736619473,0.5547400611620795
0.23970030562992653,0.9201739296636087,2.012328565120697,0.5747324159021406
0.04815126560076707,0.9832186544342507,1.6728719125191371,0.5573394495412844
0.01725515237194486,0.9956230886850153,1.6435450216134389,0.5752293577981651
0.008628265895506205,1.0,1.6581943333148956,0.5756498470948013
0.006264687963108451,1.0,1.6612433940172195,0.5756498470948013
0.005958741906595052,1.0,1.6645555198192596,0.5756498470948013
0.005871461026127572,1.0,1.6679818828900654,0.5756498470948013
0.005645303588370671,1.0,1.6683405637741089,0.5756498470948013
