epoch,batch,train_loss,train_accuracy,val_loss,val_accuracy,total_train_loss,total_train_accuracy
1,1,0.5766196250915527,0.8,1.923276453188831,0.33986928104575165,0.9125905463186021,0.657439446366782
1,2,0.009700864553451538,0.9,,,,
1,3,0.002012699842453003,0.9333333333333333,,,,
1,4,0.0003324806166347116,0.95,,,,
1,5,0.0001688509073574096,0.96,,,,
1,6,4.7108846047194675e-05,0.9666666666666667,,,,
1,7,0.0006774451467208564,0.9714285714285714,,,,
1,8,3.373382787685841e-05,0.975,,,,
1,9,7.196066379547119,0.9111111111111111,,,,
1,10,7.065390110015869,0.82,,,,
1,11,5.464900970458984,0.7454545454545455,,,,
1,12,1.5540771484375,0.7166666666666667,,,,
1,13,0.0743185505270958,0.7384615384615385,,,,
1,14,0.006197467911988497,0.7571428571428571,,,,
1,15,9.757398947840557e-05,0.7733333333333333,,,,
1,16,2.28163644351298e-05,0.7875,,,,
1,17,1.0561842827883083e-05,0.8,,,,
1,18,1.5973826521076262e-05,0.8111111111111111,,,,
1,19,3.5524262784747407e-06,0.8210526315789474,,,,
1,20,3.027909315278521e-06,0.83,,,,
1,21,5.078288722870639e-06,0.8380952380952381,,,,
1,22,2.3030612283037044e-05,0.8454545454545455,,,,
1,23,2.4580289391451515e-05,0.8521739130434782,,,,
1,24,0.0026098547969013453,0.8583333333333333,,,,
1,25,1.4638581887993496e-05,0.864,,,,
1,26,2.2076788809499703e-05,0.8692307692307693,,,,
1,27,5.674341082340106e-06,0.8740740740740741,,,,
1,28,6.5087488110293634e-06,0.8785714285714286,,,,
1,29,2.312656988578965e-06,0.8827586206896552,,,,
1,30,5.569960594177246,0.8733333333333333,,,,
1,31,7.950201988220215,0.8516129032258064,,,,
1,32,0.19104574620723724,0.85625,,,,
1,33,1.3135020732879639,0.8363636363636363,,,,
1,34,0.5510493516921997,0.8352941176470589,,,,
1,35,0.07127414643764496,0.84,,,,
1,36,0.013434002175927162,0.8444444444444444,,,,
1,37,0.0009202126529999077,0.8486486486486486,,,,
1,38,0.0005351003492251039,0.8526315789473684,,,,
1,39,0.0169939287006855,0.8564102564102564,,,,
1,40,0.0005786771071143448,0.86,,,,
1,41,0.0010498918127268553,0.8634146341463415,,,,
1,42,0.0051667345687747,0.8666666666666667,,,,
1,43,0.0011172860395163298,0.8697674418604651,,,,
1,44,0.0003601245698519051,0.8727272727272727,,,,
1,45,0.0025333608500659466,0.8755555555555555,,,,
1,46,0.0011239381274208426,0.8782608695652174,,,,
1,47,0.0011452008038759232,0.8808510638297873,,,,
1,48,0.00037128623807802796,0.8833333333333333,,,,
1,49,0.009528267197310925,0.8857142857142857,,,,
1,50,0.0007507394766435027,0.888,,,,
1,51,0.002393908565863967,0.8901960784313725,,,,
1,52,0.0002327011461602524,0.8923076923076924,,,,
1,53,0.0002545406168792397,0.8943396226415095,,,,
1,54,0.0009417246328666806,0.8962962962962963,,,,
1,55,0.00026998051907867193,0.8981818181818182,,,,
1,56,3.058839138248004e-05,0.9,,,,
1,57,0.0003315518260933459,0.9017543859649123,,,,
1,58,0.00011004165571648628,0.903448275862069,,,,
1,59,9.621877688914537e-05,0.9050847457627119,,,,
1,60,8.462792175123468e-05,0.9066666666666666,,,,
1,61,0.0006704411935061216,0.9081967213114754,,,,
1,62,0.0015664870152249932,0.9096774193548387,,,,
1,63,8.520600318908691,0.8952380952380953,,,,
1,64,6.856228828430176,0.88125,,,,
1,65,2.756239652633667,0.8676923076923077,,,,
1,66,1.2223155498504639,0.8575757575757575,,,,
1,67,2.9139316082000732,0.844776119402985,,,,
1,68,2.877223014831543,0.8323529411764706,,,,
1,69,2.41007924079895,0.8202898550724638,,,,
1,70,1.629082441329956,0.8085714285714286,,,,
1,71,0.7502034306526184,0.8028169014084507,,,,
1,72,0.49044790863990784,0.8055555555555556,,,,
1,73,1.583093285560608,0.7945205479452054,,,,
1,74,2.397063732147217,0.7837837837837838,,,,
1,75,2.364048480987549,0.7733333333333333,,,,
1,76,1.6962425708770752,0.7631578947368421,,,,
1,77,1.3609058856964111,0.7532467532467533,,,,
1,78,0.8597515821456909,0.7435897435897436,,,,
1,79,0.5184405446052551,0.7443037974683544,,,,
1,80,0.2759716510772705,0.7475,,,,
1,81,0.15849867463111877,0.7506172839506173,,,,
1,82,0.08635140210390091,0.7536585365853659,,,,
1,83,0.04418352246284485,0.7566265060240964,,,,
1,84,0.02285609021782875,0.7595238095238095,,,,
1,85,0.01888834498822689,0.7623529411764706,,,,
1,86,0.013056878931820393,0.7651162790697674,,,,
1,87,0.009952833876013756,0.767816091954023,,,,
1,88,0.0057027703151106834,0.7704545454545455,,,,
1,89,0.004945330321788788,0.7730337078651686,,,,
1,90,0.0030470448546111584,0.7755555555555556,,,,
1,91,6.199057579040527,0.7670329670329671,,,,
1,92,5.955587387084961,0.758695652173913,,,,
1,93,6.040444850921631,0.7505376344086021,,,,
1,94,5.343243598937988,0.7425531914893617,,,,
1,95,0.009680233895778656,0.7452631578947368,,,,
1,96,0.013636934570968151,0.7479166666666667,,,,
1,97,0.02458375133574009,0.7505154639175258,,,,
1,98,0.03354942426085472,0.753061224489796,,,,
1,99,0.04515882581472397,0.7555555555555555,,,,
1,100,0.06476809084415436,0.758,,,,
1,101,0.07987628132104874,0.7603960396039604,,,,
1,102,0.10905297100543976,0.7627450980392156,,,,
1,103,0.10928268730640411,0.7650485436893204,,,,
1,104,0.1342066526412964,0.7673076923076924,,,,
1,105,0.1515483558177948,0.7695238095238095,,,,
1,106,0.150730699300766,0.7716981132075472,,,,
1,107,0.15994560718536377,0.7738317757009345,,,,
1,108,0.1675092875957489,0.7759259259259259,,,,
